"","workclass","education","marital_status","occupation","race","sex","native_region","income","age","hours_per_week","investment_status"
"3303","not_working","hs_grad","married","office","White","Male","north_america","<=50K",61,3,"no_investment"
"3304","not_working","bachelors","married","services","White","Male","south_america","<=50K",47,40,"no_investment"
"3305","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",37,45,"no_investment"
"3306","self_emp","bachelors","not_married","office","White","Male","north_america","<=50K",50,30,"no_investment"
"3307","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",27,44,"no_investment"
"3308","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",58,40,"no_investment"
"3309","not_working","hs_grad","married","services","Black","Male","north_america","<=50K",43,40,"no_investment"
"3310","not_working","associates","married","office","White","Male","north_america","<=50K",39,40,"no_investment"
"3311","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",36,35,"no_investment"
"3312","not_working","bachelors","married","office","White","Male","north_america","<=50K",56,50,"no_investment"
"3313","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",26,55,"no_investment"
"3314","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",23,38,"no_investment"
"3315","not_working","some_hs","never_married","labor","Black","Male","north_america","<=50K",47,40,"no_investment"
"3316","not_working","some_hs","not_married","office","White","Female","north_america","<=50K",68,30,"no_investment"
"3317","government_emp","hs_grad","never_married","defense","Black","Male","north_america","<=50K",47,40,"no_investment"
"3318","government_emp","hs_grad","married","office","White","Male","south_america",">50K",45,40,"investor"
"3319","not_working","hs_grad","married","office","White","Male","north_america","<=50K",26,60,"no_investment"
"3320","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",20,40,"investor"
"3321","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",46,40,"no_investment"
"3322","not_working","associates","married","office","White","Male","north_america",">50K",37,50,"no_investment"
"3323","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",37,45,"no_investment"
"3324","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",43,42,"no_investment"
"3325","not_working","graduate_deg","not_married","office","White","Female","north_america","<=50K",59,40,"no_investment"
"3326","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",39,40,"no_investment"
"3327","not_working","hs_grad","not_married","labor","White","Female","north_america","<=50K",32,54,"investor"
"3328","not_working","hs_grad","married","office","White","Male","north_america","<=50K",63,16,"no_investment"
"3329","not_working","bachelors","married","office","White","Male","north_america",">50K",45,60,"no_investment"
"3330","not_working","bachelors","not_married","office","White","Female","north_america","<=50K",59,40,"no_investment"
"3332","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",26,40,"no_investment"
"3333","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",34,40,"no_investment"
"3334","not_working","hs_grad","married","labor","White","Male","north_america",">50K",41,40,"no_investment"
"3335","not_working","hs_grad","never_married","services","Black","Male","north_america","<=50K",26,40,"no_investment"
"3336","not_working","hs_grad","not_married","labor","White","Female","north_america","<=50K",53,40,"no_investment"
"3337","not_working","hs_grad","married","office","White","Female","north_america",">50K",33,35,"no_investment"
"3338","not_working","bachelors","married","office","White","Male","north_america",">50K",46,50,"no_investment"
"3340","not_working","hs_grad","not_married","labor","White","Female","north_america","<=50K",31,40,"no_investment"
"3341","not_working","hs_grad","not_married","services","White","Male","north_america","<=50K",24,40,"no_investment"
"3342","government_emp","hs_grad","not_married","office","White","Female","north_america","<=50K",57,62,"no_investment"
"3343","not_working","hs_grad","not_married","services","White","Female","north_america","<=50K",40,47,"no_investment"
"3344","private","associates","married","office","Other","Male","south_america","<=50K",41,84,"investor"
"3345","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",20,26,"no_investment"
"3346","not_working","some_hs","never_married","labor","Black","Female","north_america","<=50K",45,40,"no_investment"
"3347","not_working","associates","not_married","office","White","Female","north_america","<=50K",27,40,"no_investment"
"3348","not_working","no_hs","married","labor","White","Male","south_america","<=50K",36,40,"no_investment"
"3349","not_working","hs_grad","married","labor","White","Male","europe","<=50K",30,40,"no_investment"
"3350","not_working","bachelors","married","office","White","Female","north_america",">50K",36,40,"no_investment"
"3351","not_working","hs_grad","married","labor","Other","Male","south_america","<=50K",25,40,"no_investment"
"3353","not_working","hs_grad","married","office","White","Female","north_america","<=50K",31,40,"no_investment"
"3354","not_working","hs_grad","married","labor","White","Male","north_america",">50K",49,45,"investor"
"3355","not_working","some_hs","never_married","services","White","Male","north_america","<=50K",26,20,"no_investment"
"3356","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",25,40,"no_investment"
"3357","not_working","associates","never_married","office","White","Female","north_america","<=50K",29,40,"no_investment"
"3358","not_working","hs_grad","never_married","office","White","Female","south_america","<=50K",24,52,"investor"
"3359","not_working","hs_grad","married","office","White","Male","north_america",">50K",41,40,"no_investment"
"3360","not_working","graduate_deg","never_married","office","White","Male","north_america",">50K",35,40,"no_investment"
"3361","private","bachelors","married","office","White","Female","north_america",">50K",57,40,"no_investment"
"3362","not_working","some_hs","never_married","service","White","Female","south_america","<=50K",21,40,"no_investment"
"3363","not_working","some_hs","never_married","services","Black","Female","north_america","<=50K",29,32,"no_investment"
"3364","not_working","hs_grad","married","office","White","Male","north_america","<=50K",36,40,"no_investment"
"3365","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",20,25,"no_investment"
"3366","not_working","bachelors","married","office","White","Male","north_america",">50K",51,40,"no_investment"
"3367","not_working","some_hs","married","labor","White","Male","north_america","<=50K",39,40,"no_investment"
"3368","not_working","bachelors","married","office","White","Male","north_america","<=50K",36,50,"investor"
"3369","self_emp","graduate_deg","married","office","White","Male","north_america",">50K",40,70,"investor"
"3370","not_working","hs_grad","married","office","White","Male","north_america","<=50K",61,50,"no_investment"
"3371","not_working","graduate_deg","married","office","White","Male","north_america","<=50K",38,60,"no_investment"
"3373","not_working","hs_grad","not_married","services","White","Female","north_america","<=50K",21,35,"no_investment"
"3374","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",40,40,"no_investment"
"3375","not_working","some_hs","married","labor","White","Male","north_america","<=50K",46,45,"no_investment"
"3376","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",21,54,"no_investment"
"3377","self_emp","some_hs","married","labor","Black","Male","north_america","<=50K",35,50,"no_investment"
"3378","not_working","bachelors","married","office","White","Male","north_america","<=50K",39,40,"no_investment"
"3379","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",38,60,"no_investment"
"3380","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",30,40,"no_investment"
"3381","not_working","some_hs","never_married","labor","Other","Male","south_america","<=50K",28,40,"no_investment"
"3382","not_working","bachelors","married","office","White","Male","north_america",">50K",32,40,"no_investment"
"3383","self_emp","associates","married","labor","White","Male","north_america",">50K",46,40,"no_investment"
"3384","not_working","associates","married","labor","White","Male","north_america","<=50K",40,40,"no_investment"
"3385","not_working","hs_grad","married","labor","Black","Female","north_america",">50K",47,40,"investor"
"3386","not_working","some_hs","married","labor","White","Male","north_america","<=50K",44,40,"no_investment"
"3387","not_working","hs_grad","married","office","White","Male","south_america","<=50K",38,40,"investor"
"3389","self_emp","bachelors","married","labor","White","Male","north_america",">50K",46,40,"no_investment"
"3390","not_working","graduate_deg","married","office","White","Male","asia_and_pacific",">50K",51,60,"investor"
"3391","not_working","graduate_deg","not_married","office","White","Male","asia_and_pacific",">50K",45,40,"investor"
"3392","not_working","hs_grad","never_married","services","White","Female","north_america","<=50K",20,20,"no_investment"
"3393","not_working","bachelors","married","office","White","Male","north_america","<=50K",44,45,"no_investment"
"3394","not_working","associates","married","labor","White","Male","north_america","<=50K",33,45,"no_investment"
"3395","not_working","hs_grad","never_married","services","White","Female","north_america","<=50K",18,30,"no_investment"
"3396","private","graduate_deg","not_married","office","White","Male","north_america",">50K",61,40,"no_investment"
"3397","self_emp","bachelors","never_married","office","White","Female","north_america","<=50K",50,40,"no_investment"
"3398","government_emp","hs_grad","never_married","labor","Black","Male","north_america","<=50K",47,40,"no_investment"
"3399","not_working","bachelors","married","office","White","Male","north_america",">50K",34,50,"no_investment"
"3400","not_working","hs_grad","married","labor","Black","Male","north_america","<=50K",53,60,"no_investment"
"3401","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",39,40,"no_investment"
"3402","not_working","hs_grad","married","labor","White","Male","north_america",">50K",58,40,"no_investment"
"3404","not_working","some_hs","never_married","labor","White","Male","north_america","<=50K",26,50,"no_investment"
"3405","not_working","no_hs","married","office","White","Male","south_america","<=50K",41,40,"no_investment"
"3406","government_emp","hs_grad","married","office","White","Male","north_america","<=50K",47,40,"no_investment"
"3407","not_working","associates","married","labor","Amer-Indian-Eskimo","Male","north_america","<=50K",31,40,"no_investment"
"3408","not_working","hs_grad","married","office","White","Male","north_america",">50K",52,40,"no_investment"
"3409","not_working","associates","married","office","White","Male","north_america",">50K",29,50,"no_investment"
"3410","not_working","some_hs","not_married","services","Black","Female","north_america","<=50K",43,50,"no_investment"
"3411","government_emp","graduate_deg","married","office","White","Male","north_america",">50K",42,40,"no_investment"
"3412","not_working","hs_grad","never_married","labor","Black","Female","north_america","<=50K",35,30,"no_investment"
"3413","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",41,40,"investor"
"3414","not_working","bachelors","married","office","White","Male","north_america",">50K",34,60,"investor"
"3415","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",52,40,"no_investment"
"3416","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",61,40,"no_investment"
"3417","government_emp","hs_grad","not_married","office","White","Male","north_america","<=50K",39,40,"no_investment"
"3418","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",19,25,"no_investment"
"3419","self_emp","bachelors","married","office","White","Male","north_america",">50K",46,40,"investor"
"3420","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",39,45,"no_investment"
"3421","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",22,50,"no_investment"
"3422","self_emp","hs_grad","not_married","office","White","Female","north_america","<=50K",30,40,"no_investment"
"3423","not_working","associates","not_married","services","White","Female","north_america","<=50K",40,32,"no_investment"
"3424","not_working","bachelors","married","office","White","Male","north_america","<=50K",43,40,"investor"
"3425","not_working","no_hs","married","labor","White","Male","south_america","<=50K",37,36,"no_investment"
"3426","not_working","associates","never_married","services","White","Male","north_america","<=50K",23,20,"no_investment"
"3427","government_emp","associates","not_married","office","White","Male","north_america","<=50K",39,59,"no_investment"
"3428","not_working","graduate_deg","married","office","White","Male","north_america","<=50K",54,40,"no_investment"
"3429","private","hs_grad","married","office","White","Male","north_america","<=50K",46,60,"no_investment"
"3430","not_working","hs_grad","never_married","labor","White","Female","north_america","<=50K",20,40,"no_investment"
"3431","self_emp","bachelors","married","office","White","Female","north_america",">50K",50,50,"no_investment"
"3432","not_working","some_hs","never_married","office","White","Female","north_america","<=50K",17,15,"no_investment"
"3433","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",36,40,"no_investment"
"3434","not_working","hs_grad","married","office","White","Male","north_america","<=50K",37,45,"no_investment"
"3435","not_working","hs_grad","not_married","services","White","Female","north_america","<=50K",53,38,"no_investment"
"3436","not_working","hs_grad","married","labor","White","Male","north_america",">50K",50,40,"no_investment"
"3437","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",38,40,"no_investment"
"3438","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",63,32,"no_investment"
"3439","not_working","hs_grad","married","labor","White","Male","north_america",">50K",53,50,"no_investment"
"3441","private","hs_grad","never_married","office","White","Male","north_america","<=50K",23,50,"no_investment"
"3442","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",20,43,"no_investment"
"3443","not_working","hs_grad","married","labor","Black","Male","north_america",">50K",46,40,"no_investment"
"3444","not_working","some_hs","never_married","services","Amer-Indian-Eskimo","Male","south_america","<=50K",28,40,"no_investment"
"3445","not_working","graduate_deg","not_married","office","White","Male","north_america","<=50K",59,50,"no_investment"
"3446","not_working","bachelors","married","office","White","Male","north_america",">50K",41,40,"no_investment"
"3447","not_working","no_hs","married","labor","White","Male","south_america","<=50K",33,40,"no_investment"
"3448","not_working","some_hs","married","labor","White","Male","europe","<=50K",56,40,"no_investment"
"3449","self_emp","hs_grad","married","office","White","Male","south_america",">50K",50,55,"investor"
"3450","government_emp","bachelors","never_married","office","White","Female","north_america","<=50K",31,50,"no_investment"
"3451","not_working","associates","not_married","office","White","Male","north_america","<=50K",41,50,"no_investment"
"3452","not_working","bachelors","married","office","White","Female","north_america",">50K",38,40,"investor"
"3453","self_emp","associates","never_married","office","White","Female","north_america","<=50K",25,40,"no_investment"
"3455","government_emp","bachelors","not_married","office","Black","Female","north_america","<=50K",49,40,"no_investment"
"3456","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",39,40,"no_investment"
"3458","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",21,25,"no_investment"
"3459","not_working","bachelors","married","office","White","Male","north_america","<=50K",35,40,"no_investment"
"3461","not_working","hs_grad","married","labor","White","Male","north_america",">50K",38,40,"no_investment"
"3462","not_working","no_hs","not_married","services","White","Female","north_america","<=50K",55,20,"no_investment"
"3463","not_working","hs_grad","not_married","labor","White","Male","north_america","<=50K",31,55,"no_investment"
"3464","private","some_hs","never_married","office","White","Male","north_america","<=50K",17,20,"no_investment"
"3465","not_working","bachelors","married","office","White","Male","north_america",">50K",31,50,"investor"
"3466","government_emp","bachelors","never_married","office","White","Male","north_america","<=50K",25,40,"no_investment"
"3467","not_working","graduate_deg","married","office","White","Male","north_america",">50K",39,55,"no_investment"
"3468","not_working","no_hs","married","labor","White","Male","north_america","<=50K",50,40,"no_investment"
"3469","government_emp","bachelors","married","office","White","Female","north_america",">50K",38,20,"no_investment"
"3470","not_working","hs_grad","married","office","White","Male","north_america","<=50K",50,60,"no_investment"
"3471","not_working","some_hs","married","office","White","Male","north_america","<=50K",63,40,"no_investment"
"3472","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",31,50,"no_investment"
"3473","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",23,40,"no_investment"
"3474","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",18,20,"no_investment"
"3475","government_emp","bachelors","not_married","office","White","Female","north_america","<=50K",43,48,"no_investment"
"3476","not_working","hs_grad","married","office","White","Male","north_america",">50K",34,50,"no_investment"
"3477","not_working","some_hs","never_married","office","White","Male","north_america","<=50K",18,35,"no_investment"
"3478","not_working","hs_grad","married","labor","Black","Male","north_america",">50K",46,40,"investor"
"3479","not_working","bachelors","never_married","office","White","Female","north_america",">50K",35,40,"no_investment"
"3480","self_emp","graduate_deg","never_married","office","White","Female","north_america","<=50K",46,38,"no_investment"
"3481","not_working","associates","married","office","White","Male","north_america",">50K",59,40,"investor"
"3482","not_working","no_hs","never_married","services","White","Female","europe","<=50K",31,30,"no_investment"
"3483","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",27,37,"no_investment"
"3484","not_working","graduate_deg","married","office","White","Male","europe","<=50K",41,40,"no_investment"
"3485","not_working","hs_grad","never_married","labor","Black","Male","north_america","<=50K",42,40,"no_investment"
"3486","not_working","bachelors","married","office","White","Male","north_america",">50K",55,40,"no_investment"
"3488","not_working","hs_grad","never_married","labor","White","Female","north_america","<=50K",44,40,"no_investment"
"3489","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",26,50,"investor"
"3490","not_working","associates","married","office","White","Female","north_america",">50K",36,40,"no_investment"
"3491","not_working","some_hs","married","services","White","Male","north_america","<=50K",69,35,"investor"
"3492","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",33,40,"no_investment"
"3493","not_working","associates","married","office","White","Male","north_america","<=50K",30,40,"no_investment"
"3494","not_working","hs_grad","married","services","White","Female","north_america",">50K",35,16,"no_investment"
"3495","not_working","bachelors","never_married","office","White","Female","north_america",">50K",25,40,"no_investment"
"3496","not_working","hs_grad","never_married","services","Black","Male","north_america","<=50K",21,40,"no_investment"
"3497","not_working","some_hs","never_married","services","Black","Male","north_america","<=50K",18,15,"no_investment"
"3498","self_emp","hs_grad","married","labor","White","Male","north_america",">50K",35,60,"no_investment"
"3499","not_working","hs_grad","married","services","White","Male","north_america","<=50K",20,50,"no_investment"
"3500","not_working","graduate_deg","married","office","White","Male","north_america","<=50K",26,40,"investor"
"3501","not_working","bachelors","married","office","White","Male","north_america","<=50K",46,40,"no_investment"
"3502","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",31,36,"no_investment"
"3503","not_working","graduate_deg","married","labor","White","Male","south_america",">50K",40,40,"investor"
"3504","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",40,52,"investor"
"3505","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",31,40,"no_investment"
"3506","self_emp","graduate_deg","married","office","White","Male","north_america","<=50K",32,40,"no_investment"
"3507","self_emp","hs_grad","not_married","office","White","Male","north_america","<=50K",23,40,"no_investment"
"3508","government_emp","graduate_deg","never_married","defense","White","Male","north_america","<=50K",25,40,"no_investment"
"3509","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",37,50,"no_investment"
"3510","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",18,20,"no_investment"
"3511","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",55,38,"no_investment"
"3512","not_working","some_hs","not_married","labor","White","Female","south_america","<=50K",52,40,"no_investment"
"3513","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",26,40,"no_investment"
"3514","not_working","hs_grad","never_married","office","White","Male","north_america",">50K",37,40,"no_investment"
"3515","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",39,45,"no_investment"
"3516","self_emp","bachelors","not_married","office","White","Female","north_america",">50K",62,40,"no_investment"
"3518","not_working","hs_grad","married","labor","White","Male","north_america",">50K",47,45,"no_investment"
"3519","government_emp","bachelors","married","defense","White","Male","north_america",">50K",51,40,"no_investment"
"3520","not_working","hs_grad","not_married","services","White","Female","north_america","<=50K",55,40,"no_investment"
"3521","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",30,35,"no_investment"
"3522","government_emp","hs_grad","married","labor","White","Male","north_america","<=50K",59,36,"no_investment"
"3523","self_emp","some_hs","married","labor","White","Male","north_america","<=50K",45,65,"no_investment"
"3524","not_working","hs_grad","married","office","White","Male","north_america",">50K",52,45,"investor"
"3525","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",21,20,"no_investment"
"3526","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",31,55,"no_investment"
"3527","not_working","hs_grad","never_married","office","Black","Male","north_america","<=50K",29,40,"no_investment"
"3528","not_working","hs_grad","married","services","White","Male","north_america","<=50K",24,40,"no_investment"
"3529","not_working","some_hs","never_married","services","White","Male","north_america","<=50K",17,24,"no_investment"
"3530","not_working","hs_grad","not_married","labor","Black","Female","north_america","<=50K",47,40,"no_investment"
"3531","not_working","hs_grad","married","office","White","Male","north_america",">50K",46,50,"no_investment"
"3533","not_working","some_hs","never_married","labor","White","Male","north_america","<=50K",34,44,"no_investment"
"3534","not_working","some_hs","married","labor","White","Male","south_america","<=50K",63,40,"no_investment"
"3535","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",21,25,"no_investment"
"3536","not_working","hs_grad","never_married","services","Black","Male","north_america","<=50K",18,36,"no_investment"
"3537","self_emp","graduate_deg","married","office","White","Male","north_america",">50K",49,50,"no_investment"
"3538","self_emp","hs_grad","not_married","office","White","Female","north_america","<=50K",81,20,"no_investment"
"3539","private","associates","married","office","White","Male","north_america",">50K",36,40,"no_investment"
"3540","not_working","hs_grad","married","labor","White","Male","north_america",">50K",47,40,"no_investment"
"3541","not_working","graduate_deg","married","office","White","Male","north_america",">50K",36,50,"no_investment"
"3542","self_emp","associates","married","labor","White","Male","north_america","<=50K",39,60,"no_investment"
"3543","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",46,35,"no_investment"
"3544","government_emp","hs_grad","married","office","White","Female","north_america",">50K",43,40,"investor"
"3545","government_emp","bachelors","not_married","office","White","Female","north_america","<=50K",39,35,"no_investment"
"3546","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",29,40,"no_investment"
"3547","not_working","hs_grad","never_married","services","Black","Female","north_america","<=50K",23,16,"no_investment"
"3548","not_working","some_hs","married","labor","White","Male","north_america","<=50K",57,43,"no_investment"
"3549","self_emp","hs_grad","never_married","office","Black","Female","north_america","<=50K",38,42,"no_investment"
"3550","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",25,40,"no_investment"
"3551","government_emp","hs_grad","married","office","White","Male","north_america","<=50K",39,40,"no_investment"
"3552","not_working","hs_grad","never_married","office","Black","Male","south_america","<=50K",24,40,"no_investment"
"3553","not_working","graduate_deg","married","labor","White","Male","north_america",">50K",56,44,"investor"
"3554","not_working","some_hs","not_married","office","White","Female","north_america","<=50K",39,40,"no_investment"
"3555","not_working","associates","never_married","office","White","Female","north_america","<=50K",23,60,"no_investment"
"3557","self_emp","hs_grad","not_married","office","White","Female","north_america","<=50K",67,16,"investor"
"3558","not_working","bachelors","never_married","office","Asian-Pac-Islander","Male","north_america","<=50K",41,50,"no_investment"
"3559","government_emp","bachelors","never_married","office","White","Female","north_america","<=50K",24,50,"no_investment"
"3560","not_working","bachelors","not_married","office","Black","Male","north_america",">50K",51,40,"investor"
"3561","private","hs_grad","not_married","services","White","Female","north_america","<=50K",30,60,"no_investment"
"3562","private","hs_grad","married","labor","White","Male","north_america",">50K",47,40,"investor"
"3563","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",56,32,"no_investment"
"3564","not_working","hs_grad","not_married","labor","White","Male","north_america","<=50K",51,38,"no_investment"
"3565","self_emp","hs_grad","married","office","White","Male","north_america","<=50K",57,55,"no_investment"
"3566","not_working","hs_grad","not_married","services","White","Female","north_america","<=50K",34,40,"no_investment"
"3567","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",24,40,"no_investment"
"3568","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",57,40,"no_investment"
"3569","not_working","hs_grad","married","labor","White","Male","north_america",">50K",38,40,"no_investment"
"3570","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",23,40,"no_investment"
"3571","not_working","no_hs","married","labor","White","Male","south_america","<=50K",35,40,"no_investment"
"3572","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",58,52,"no_investment"
"3575","self_emp","graduate_deg","married","office","White","Male","north_america",">50K",68,60,"investor"
"3576","not_working","hs_grad","married","office","White","Male","north_america",">50K",43,40,"investor"
"3577","not_working","some_hs","never_married","services","White","Female","north_america","<=50K",17,20,"no_investment"
"3578","self_emp","graduate_deg","married","office","White","Male","north_america",">50K",53,50,"investor"
"3579","private","graduate_deg","married","office","Black","Male","north_america",">50K",37,99,"no_investment"
"3581","not_working","hs_grad","married","labor","White","Male","north_america",">50K",63,40,"no_investment"
"3582","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",31,50,"no_investment"
"3583","not_working","hs_grad","married","services","White","Male","north_america","<=50K",29,40,"no_investment"
"3584","government_emp","hs_grad","married","defense","White","Male","north_america",">50K",43,40,"investor"
"3585","not_working","graduate_deg","never_married","office","White","Female","north_america",">50K",27,65,"no_investment"
"3586","self_emp","hs_grad","never_married","services","White","Male","north_america","<=50K",25,32,"no_investment"
"3587","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",28,40,"no_investment"
"3588","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",54,35,"no_investment"
"3590","government_emp","hs_grad","never_married","office","Amer-Indian-Eskimo","Female","north_america","<=50K",31,32,"no_investment"
"3591","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",23,48,"no_investment"
"3592","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",19,30,"no_investment"
"3594","self_emp","hs_grad","married","labor","White","Female","north_america","<=50K",61,40,"investor"
"3596","private","associates","married","services","White","Female","north_america",">50K",27,36,"no_investment"
"3597","not_working","hs_grad","never_married","office","Black","Female","north_america","<=50K",19,20,"no_investment"
"3599","government_emp","hs_grad","not_married","office","Amer-Indian-Eskimo","Female","north_america","<=50K",25,35,"no_investment"
"3600","not_working","hs_grad","married","office","White","Male","north_america",">50K",40,48,"no_investment"
"3601","not_working","some_hs","not_married","services","White","Female","north_america","<=50K",53,37,"no_investment"
"3602","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",32,45,"no_investment"
"3603","self_emp","graduate_deg","married","office","White","Male","north_america",">50K",72,25,"investor"
"3604","not_working","no_hs","married","labor","White","Male","north_america","<=50K",61,40,"no_investment"
"3605","not_working","hs_grad","married","office","White","Male","north_america","<=50K",42,40,"no_investment"
"3606","not_working","some_hs","never_married","services","Amer-Indian-Eskimo","Female","north_america","<=50K",17,20,"investor"
"3607","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",73,16,"no_investment"
"3608","self_emp","hs_grad","not_married","labor","White","Male","north_america","<=50K",41,40,"no_investment"
"3609","not_working","hs_grad","never_married","labor","Black","Female","south_america","<=50K",23,20,"no_investment"
"3610","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",23,40,"no_investment"
"3611","not_working","associates","married","office","White","Male","north_america","<=50K",65,15,"no_investment"
"3612","private","hs_grad","married","office","White","Female","north_america","<=50K",45,50,"no_investment"
"3613","government_emp","bachelors","married","office","Black","Male","north_america",">50K",52,40,"investor"
"3614","government_emp","bachelors","never_married","office","Black","Female","north_america","<=50K",24,27,"no_investment"
"3615","not_working","associates","married","labor","White","Male","north_america","<=50K",23,40,"no_investment"
"3616","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",30,40,"no_investment"
"3617","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",26,40,"no_investment"
"3618","self_emp","hs_grad","not_married","labor","White","Male","north_america","<=50K",37,56,"no_investment"
"3619","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",17,40,"no_investment"
"3620","not_working","hs_grad","married","office","White","Male","north_america","<=50K",31,40,"no_investment"
"3621","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",52,40,"no_investment"
"3622","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",63,27,"no_investment"
"3623","not_working","hs_grad","never_married","service","White","Female","north_america","<=50K",27,60,"no_investment"
"3624","not_working","some_hs","married","labor","White","Male","south_america","<=50K",31,40,"investor"
"3625","self_emp","hs_grad","not_married","office","White","Female","north_america","<=50K",71,35,"no_investment"
"3626","not_working","bachelors","married","office","White","Male","north_america","<=50K",35,60,"no_investment"
"3627","not_working","hs_grad","married","office","White","Female","north_america","<=50K",44,38,"no_investment"
"3628","not_working","graduate_deg","married","office","Asian-Pac-Islander","Male","asia_and_pacific","<=50K",36,40,"no_investment"
"3629","not_working","bachelors","never_married","office","White","Female","north_america","<=50K",22,20,"no_investment"
"3630","not_working","hs_grad","married","office","White","Male","north_america","<=50K",32,48,"investor"
"3631","government_emp","bachelors","not_married","office","White","Female","north_america","<=50K",30,40,"no_investment"
"3633","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",25,40,"no_investment"
"3634","not_working","no_hs","not_married","defense","White","Female","north_america","<=50K",76,12,"no_investment"
"3635","not_working","hs_grad","not_married","labor","White","Male","north_america","<=50K",41,40,"no_investment"
"3636","not_working","no_hs","married","labor","Other","Male","north_america","<=50K",26,40,"no_investment"
"3637","not_working","some_hs","married","labor","Asian-Pac-Islander","Male","north_america","<=50K",45,40,"no_investment"
"3638","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",32,40,"no_investment"
"3639","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",22,40,"no_investment"
"3640","not_working","bachelors","married","office","White","Male","north_america",">50K",39,40,"investor"
"3641","self_emp","bachelors","never_married","labor","White","Male","north_america","<=50K",63,40,"no_investment"
"3642","not_working","associates","never_married","labor","White","Female","north_america","<=50K",23,40,"no_investment"
